State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
GA,154,510,Yes,Yes,15,261.92829276573036,58,39.289243914859554,253.8134133206035,65,25.38134133206035,272.58071172518225,115,21.80645693801458,9.73502721746099,2,1.9470054434921982,7,True
CA,63,415,No,No,33,299.06014889071355,131,44.85902233360703,290.10607792061796,108,29.010607792061798,336.2560161451422,107,26.900481291611378,6.87876846644312,7,1.375753693288624,0,True
IL,109,415,No,Yes,1,288.5057587320956,105,43.27586380981434,228.23054119369144,118,22.823054119369147,270.63511969178927,139,21.650809575343143,14.832649577691688,5,2.966529915538338,2,False
TX,79,415,Yes,No,34,108.98466873038834,108,16.34770030955825,276.02081783033475,117,27.602081783033476,182.9042122769585,85,14.63233698215668,5.5969569100347885,4,1.1193913820069576,1,False
CA,84,510,Yes,No,39,198.68358846120702,134,29.802538269181053,333.7930216816234,70,33.37930216816234,225.1448293577078,82,18.011586348616625,13.965235032851886,8,2.7930470065703776,4,True
FL,54,408,Yes,Yes,27,332.7018243291225,51,49.90527364936837,193.95125396152156,127,19.395125396152157,261.4312608377634,96,20.914500867021072,18.045438272774508,9,3.6090876545549015,3,False
IL,132,415,No,No,46,131.43106724805656,110,19.714660087208483,277.03045872515634,144,27.703045872515634,227.6426021821259,62,18.21140817457007,18.362482224344504,9,3.672496444868901,6,True
OH,172,510,Yes,No,38,284.2741376080128,107,42.641120641201915,218.92195450273968,127,21.89219545027397,129.98823543274244,89,10.399058834619396,11.735566405549426,3,2.3471132811098854,4,True
CA,127,408,No,Yes,5,343.6479528338324,109,51.54719292507486,268.5999129534954,119,26.85999129534954,178.01601116300515,138,14.241280893040411,11.889555323196106,3,2.377911064639221,7,True
TX,111,510,No,No,8,113.04965726124291,89,16.957448589186438,290.723333888591,61,29.072333388859104,300.5990076384081,117,24.04792061107265,6.15453774512026,5,1.2309075490240522,3,True
NY,181,408,No,No,19,270.5484701566526,85,40.58227052349789,111.36312510894899,65,11.1363125108949,315.35451152387935,91,25.228360921910348,15.061475381645536,5,3.0122950763291074,5,False
NC,138,510,No,No,0,217.0385353252576,86,32.55578029878864,261.6501109871655,130,26.165011098716548,134.32500817889257,68,10.746000654311405,17.318891305592683,2,3.4637782611185366,3,True
MI,91,408,No,Yes,7,244.79381384368054,128,36.71907207655208,156.68529610173613,136,15.668529610173614,338.09668809968116,131,27.047735047974495,8.669825819070695,1,1.7339651638141391,1,True
PA,138,415,No,Yes,22,121.33533412108122,141,18.200300118162183,267.5081344518917,63,26.75081344518917,182.20565446215232,143,14.576452356972187,11.319513224500469,8,2.2639026449000936,0,True
MI,195,408,No,No,2,110.75173796673486,67,16.61276069501023,217.08254648345337,110,21.70825464834534,265.57843468268,68,21.2462747746144,17.582590051479055,3,3.5165180102958113,0,True
TX,89,510,Yes,Yes,3,266.7166651377304,147,40.00749977065956,293.3881854662218,120,29.33881854662218,287.9562864891703,107,23.03650291913362,18.156807014934323,1,3.631361402986865,7,True
GA,121,510,Yes,No,24,305.8273574551795,112,45.87410361827692,130.85020380139912,95,13.085020380139913,302.98655865947086,72,24.23892469275767,8.64769970396339,1,1.7295399407926781,3,True
GA,88,408,No,No,46,295.5038337332418,71,44.325575059986264,256.5805879140488,81,25.658058791404883,336.43742555648254,103,26.914994044518604,13.258559518120464,2,2.651711903624093,4,True
NY,153,415,No,No,37,235.95143196655934,60,35.3927147949839,169.61768223188807,64,16.96176822318881,178.22988700720566,129,14.258390960576452,7.887397259537406,6,1.5774794519074813,7,False
PA,63,415,Yes,No,14,124.96670528404454,107,18.74500579260668,313.24549883264785,93,31.324549883264787,314.6266136378886,114,25.17012909103109,6.5281814620933485,6,1.3056362924186697,6,False
OH,81,408,No,No,20,272.0111109590034,106,40.80166664385051,332.0958764090768,66,33.209587640907685,132.92172585905178,61,10.633738068724142,18.666807520879363,3,3.733361504175873,7,False
NY,174,408,Yes,Yes,34,160.4722208885365,126,24.070833133280473,349.09957341976383,90,34.90995734197639,276.26022658839815,73,22.100818127071854,17.307612563481637,4,3.4615225126963276,7,False
MI,146,510,Yes,No,45,327.76717569184586,53,49.165076353776875,299.0018506068208,103,29.900185060682084,285.49443237849647,83,22.839554590279718,16.40052352704761,2,3.2801047054095225,5,True
NY,72,415,Yes,Yes,13,309.56633988642625,135,46.43495098296393,288.43351760700114,93,28.843351760700116,269.4308103003301,102,21.554464824026407,5.731494782197107,2,1.1462989564394215,9,False
MI,112,408,No,Yes,35,277.3457417718477,56,41.60186126577715,153.87518971688775,147,15.387518971688776,163.07868403378825,57,13.04629472270306,17.65593189065386,7,3.5311863781307724,1,False
CA,192,415,No,No,11,337.2114889577826,110,50.581723343667385,184.0017647475272,54,18.400176474752723,318.26078675380086,67,25.460862940304068,11.570661138580757,1,2.3141322277161516,5,False
GA,194,408,Yes,No,16,107.85545537781823,103,16.178318306672733,216.42063544056987,76,21.642063544056988,142.21461584259876,106,11.3771692674079,10.135926849437894,7,2.027185369887579,0,True
CA,102,408,Yes,Yes,38,284.0501062651905,137,42.60751593977857,293.3452619455624,136,29.334526194556243,113.40869788020771,54,9.072695830416617,13.197145415380646,1,2.6394290830761293,0,False
NC,153,415,Yes,Yes,8,182.56069483410133,117,27.3841042251152,328.74146626949215,127,32.87414662694922,279.366247652978,75,22.349299812238243,6.3702986408533375,6,1.2740597281706676,2,False
PA,153,408,Yes,Yes,34,326.5164714215913,141,48.977470713238695,147.28477500574616,128,14.728477500574616,218.86892880818343,79,17.509514304654676,16.34969824028598,3,3.2699396480571963,2,True
OH,88,408,Yes,No,12,166.6687991654944,128,25.000319874824157,330.5918711675257,92,33.059187116752575,312.274504989669,103,24.981960399173524,13.736526153324439,8,2.747305230664888,4,False
MI,183,510,No,Yes,14,281.2141248287543,50,42.18211872431314,273.9061630885145,146,27.390616308851452,195.84928526456474,62,15.66794282116518,7.798851453097512,6,1.5597702906195026,0,True
OH,116,408,Yes,No,17,319.41175491269536,104,47.9117632369043,252.69268267125966,80,25.269268267125966,142.0696471269282,132,11.365571770154256,7.8234829965356845,2,1.564696599307137,9,False
MI,184,408,No,No,32,110.41420459567061,52,16.562130689350592,149.96031782048487,148,14.996031782048489,309.11054811746743,78,24.728843849397396,7.763729773590113,8,1.5527459547180227,5,True
TX,91,408,Yes,No,5,199.41189489800902,127,29.91178423470135,113.88125820228764,66,11.388125820228765,237.22740791001792,52,18.978192632801434,5.8550358132790095,5,1.1710071626558018,6,False
NY,64,510,No,Yes,26,290.5772580054847,87,43.5865887008227,242.11622462698497,141,24.2116224626985,147.29894809758872,139,11.783915847807098,13.816976740575273,8,2.7633953481150546,9,False
NC,160,415,No,No,22,213.72972237689677,50,32.05945835653451,262.8789208322231,132,26.287892083222314,280.0959996466114,107,22.407679971728914,17.60522266382762,8,3.5210445327655244,2,False
GA,82,510,No,No,26,166.81315744839884,87,25.021973617259825,152.69536233867206,103,15.269536233867207,227.77840962237514,125,18.22227276979001,5.262473209810829,6,1.052494641962166,3,True
MI,87,510,No,No,33,154.9513372057975,134,23.242700580869624,239.1140514563641,111,23.91140514563641,251.07824556007995,51,20.086259644806397,5.735069674569103,2,1.1470139349138206,9,False
OH,146,415,No,No,45,132.87956672909448,78,19.93193500936417,314.1233506906434,136,31.41233506906434,215.22458455164548,124,17.21796676413164,13.591554150304187,8,2.7183108300608376,9,True
NC,82,510,No,No,37,314.2823899640706,54,47.14235849461059,308.766486363755,81,30.876648636375503,307.1772459545016,77,24.574179676360128,17.292435280790784,6,3.458487056158157,9,True
FL,135,415,Yes,Yes,13,243.838850812889,123,36.57582762193335,331.8387951465743,89,33.18387951465743,307.39067892076247,131,24.591254313660997,9.901083358529505,6,1.980216671705901,9,True
FL,115,510,No,No,35,119.096236247864,141,17.864435437179598,191.4714523892201,62,19.14714523892201,277.34720545609656,126,22.187776436487724,10.244215982115833,8,2.048843196423167,9,True
CA,59,415,Yes,No,7,195.64508089265885,70,29.346762133898828,179.51239313772967,133,17.95123931377297,126.35034434911557,135,10.108027547929247,13.945197462451638,1,2.789039492490328,2,False
GA,54,408,No,Yes,34,191.93341270127746,120,28.79001190519162,287.35650149520217,84,28.735650149520218,309.7134654760172,125,24.777077238081375,9.113193336862205,2,1.822638667372441,0,False
TX,172,510,No,No,18,145.43479767736574,116,21.81521965160486,207.77810127425124,54,20.777810127425127,267.75324513322744,51,21.420259610658196,5.399125491165262,9,1.0798250982330524,7,False
OH,123,510,Yes,Yes,29,208.87690636804768,96,31.33153595520715,121.88716600694515,122,12.188716600694516,274.2560415010749,56,21.940483320085992,16.02842777152394,8,3.205685554304788,9,True
NY,146,510,No,No,13,183.0248413482841,133,27.453726202242613,170.70028266762495,78,17.070028266762495,190.74571010096793,75,15.259656808077434,14.384748694121797,7,2.8769497388243597,9,False
NY,167,510,Yes,Yes,19,185.45092637304563,132,27.817638955956845,204.64557138287228,119,20.46455713828723,319.8198890392517,139,25.585591123140134,13.711339985834886,7,2.7422679971669774,1,True
OH,87,408,Yes,Yes,48,284.75663944698965,84,42.71349591704845,173.12910636906298,74,17.3129106369063,281.34290005871435,137,22.507432004697147,16.125261934877347,5,3.2250523869754697,0,True
PA,190,510,Yes,No,24,155.81584637629908,117,23.37237695644486,183.0513927368304,144,18.30513927368304,128.14761663229862,125,10.25180933058389,15.128462563430563,2,3.025692512686113,7,True
TX,96,408,Yes,No,39,260.46498971383886,118,39.069748457075825,173.44397654359767,71,17.344397654359767,201.94450860154066,65,16.155560688123252,8.088229822674817,6,1.6176459645349635,6,False
NC,158,408,No,No,23,242.66240597023372,50,36.399360895535054,110.37479179576987,115,11.037479179576987,321.59509049003543,72,25.727607239202836,10.287215704150267,3,2.0574431408300535,6,False
MI,64,408,No,Yes,13,242.02312808446683,117,36.303469212670024,259.2736752061106,94,25.927367520611064,111.79917542434475,89,8.943934033947581,6.891652125179375,4,1.378330425035875,3,True
PA,185,408,Yes,Yes,25,265.751836535444,61,39.8627754803166,249.32310508836733,118,24.932310508836736,340.35415491051236,109,27.22833239284099,6.947855201268215,2,1.3895710402536432,8,False
MI,54,415,No,Yes,37,237.0955090489135,109,35.56432635733702,263.34587461967016,140,26.33458746196702,269.7906420798907,122,21.583251366391256,15.142936195348089,2,3.028587239069618,5,False
MI,96,415,No,No,22,319.81377871159617,76,47.97206680673943,148.07747400840685,138,14.807747400840686,257.8439944108442,81,20.627519552867536,17.879001604737475,8,3.5758003209474953,1,True
PA,117,510,Yes,Yes,21,268.89502298756497,105,40.334253448134746,173.9136354031213,121,17.39136354031213,167.63981412199786,64,13.41118512975983,19.440988757917083,8,3.8881977515834167,0,True
CA,125,415,No,Yes,47,236.74081284284702,72,35.51112192642705,254.90398173623058,50,25.49039817362306,162.19794718479426,62,12.97583577478354,14.425206763241667,6,2.8850413526483334,0,False
FL,179,415,Yes,No,18,307.4407800719112,74,46.11611701078668,249.90689211498034,133,24.990689211498037,335.5145548721489,54,26.84116438977191,7.761519850414355,5,1.5523039700828711,8,True
MI,144,510,Yes,Yes,45,251.53664123336992,70,37.730496185005485,226.58257733856695,93,22.658257733856697,174.56811355853068,124,13.965449084682454,6.584755181733961,8,1.3169510363467922,3,True
PA,164,510,No,Yes,2,172.78606194629475,110,25.917909291944213,187.60331250254936,136,18.760331250254936,293.8763241797499,123,23.51010593437999,17.192764573051367,4,3.4385529146102733,4,False
PA,85,510,No,No,41,151.7737295441428,112,22.76605943162142,328.23275119367247,145,32.823275119367246,198.28044955176978,101,15.862435964141582,13.68134714539999,4,2.7362694290799983,2,False
IL,75,415,No,Yes,18,138.0819464156697,101,20.712291962350456,184.94256057471094,124,18.494256057471095,134.813517696176,126,10.78508141569408,14.274275315205799,5,2.85485506304116,3,True
CA,92,415,Yes,No,8,324.8638031365254,137,48.72957047047881,213.9047891093129,88,21.390478910931293,102.67882442383974,90,8.21430595390718,16.72193133132064,1,3.344386266264128,7,False
GA,76,510,Yes,No,27,277.53385794951646,74,41.63007869242747,269.5284577385522,103,26.952845773855223,236.0643342538127,102,18.885146740305014,15.549158415986774,1,3.109831683197355,3,True
IL,118,408,No,No,19,334.3446095410802,104,50.15169143116203,235.75535771669104,137,23.575535771669106,343.94470463723314,99,27.515576370978653,17.51687379284145,2,3.5033747585682904,8,True
IL,197,510,No,No,44,250.82295142873576,95,37.623442714310364,186.7214940910964,124,18.67214940910964,192.28404845230114,64,15.382723876184091,5.843208581898177,8,1.1686417163796354,8,False
OH,60,408,No,No,6,218.35022037372812,81,32.752533056059214,208.91119761412745,78,20.891119761412746,189.2980834982612,56,15.143846679860896,16.212809551197573,7,3.2425619102395147,5,True
FL,123,408,No,Yes,13,114.92912224272233,104,17.239368336408347,298.6202044633765,103,29.862020446337652,186.02290446236054,89,14.881832356988843,17.762791359831432,9,3.5525582719662867,1,True
PA,153,510,Yes,Yes,8,267.91057038650746,145,40.186585557976116,169.53228887165312,139,16.953228887165313,230.13595932621462,77,18.41087674609717,9.292025636874715,5,1.8584051273749431,9,True
FL,87,510,No,No,18,245.5521899420578,54,36.83282849130867,135.56380994420385,65,13.556380994420387,210.16622085607338,81,16.81329766848587,14.606709109898793,2,2.921341821979759,6,False
TX,183,510,Yes,No,46,347.55222339690533,85,52.1328335095358,178.29080045744428,148,17.82908004574443,319.9786566817536,148,25.59829253454029,9.71243095755458,7,1.9424861915109162,8,False
OH,72,415,Yes,Yes,13,159.78969444556077,98,23.968454166834114,312.3835538719753,69,31.238355387197533,226.38019793087255,64,18.110415834469805,19.369565997236812,8,3.8739131994473626,5,False
GA,96,408,No,No,37,232.68433882170896,107,34.902650823256344,122.24742871408667,95,12.224742871408667,226.93945954714218,149,18.155156763771373,5.501353586532557,7,1.1002707173065114,2,True
FL,139,415,No,No,35,262.7393337795181,88,39.41090006692772,347.92401834311295,116,34.7924018343113,134.59289868013914,134,10.767431894411132,13.696892657494326,7,2.7393785314988652,6,True
NY,95,415,No,No,39,261.1477936855859,129,39.17216905283788,235.25072473191562,114,23.525072473191564,345.6848852275965,119,27.654790818207722,7.497553205742726,5,1.4995106411485453,4,False
MI,156,510,Yes,Yes,16,240.3233857371007,146,36.0485078605651,346.2114359917735,107,34.62114359917735,162.4932227172074,114,12.999457817376593,15.68330307765738,2,3.136660615531476,0,False
TX,189,415,No,Yes,29,294.23200258180634,134,44.13480038727095,334.74910552149436,102,33.47491055214944,118.34101686490067,53,9.467281349192053,7.638354251279932,6,1.5276708502559864,2,False
CA,190,510,No,No,8,151.2453023817041,110,22.686795357255615,213.20342855272918,50,21.32034285527292,265.7865622438022,60,21.262924979504177,8.530748928475363,4,1.7061497856950727,4,True
GA,153,408,Yes,No,32,281.40680006860396,58,42.21102001029059,149.62276865133728,130,14.96227686513373,248.84159253921817,75,19.907327403137455,12.41556216568637,2,2.4831124331372743,6,False
TX,160,510,No,Yes,24,254.9336428582723,55,38.24004642874084,141.22119414128463,115,14.122119414128463,203.78641349818645,110,16.302913079854918,18.72252424995317,9,3.7445048499906344,2,True
MI,153,415,Yes,Yes,13,324.01877794864333,84,48.6028166922965,159.99734096748938,78,15.999734096748938,205.5480584701695,86,16.443844677613562,8.175715582219564,7,1.6351431164439127,5,False
OH,109,415,No,No,10,311.7986097583954,88,46.76979146375931,277.5331601411343,133,27.753316014113434,296.2659802616078,72,23.701278420928624,7.163600316771553,6,1.4327200633543107,4,True
MI,149,510,Yes,No,34,178.78675978313834,71,26.81801396747075,168.23749868287194,119,16.823749868287194,148.92816002491227,142,11.914252801992982,16.38465247781046,5,3.276930495562092,0,True
IL,117,510,No,Yes,40,169.05933124378828,90,25.35889968656824,185.3563174010746,57,18.53563174010746,305.06332973622244,134,24.405066378897796,12.509292985008965,3,2.5018585970017932,9,False
MI,182,415,No,Yes,13,345.413330963112,54,51.8119996444668,212.1947009986537,78,21.219470099865372,262.18677847375454,140,20.974942277900364,18.676776685726573,4,3.7353553371453145,5,True
IL,169,408,Yes,Yes,29,231.81629522881414,91,34.77244428432212,328.30817010536407,100,32.83081701053641,204.74244344488108,89,16.379395475590485,7.199218357397634,3,1.4398436714795269,7,False
OH,86,408,Yes,No,40,326.60524097860923,136,48.990786146791386,147.3483544712115,82,14.734835447121151,214.50715414596715,126,17.160572331677372,14.68891839534559,8,2.9377836790691183,0,True
NC,121,510,No,Yes,3,140.97025594512056,130,21.14553839176808,101.25663815245078,52,10.125663815245078,164.16180179652395,72,13.132944143721916,8.493187192277226,3,1.6986374384554452,1,True
IL,176,408,Yes,No,3,260.7047287000436,125,39.105709305006535,115.02410259454254,109,11.502410259454255,288.0285831742437,65,23.042286653939495,7.35140642977459,7,1.4702812859549181,3,False
CA,155,415,Yes,Yes,27,302.46504684014656,136,45.36975702602198,326.19158542002947,84,32.61915854200295,228.21868557631694,143,18.257494846105356,15.251441227359058,7,3.050288245471812,1,True
MI,141,510,Yes,Yes,7,336.8488123966117,129,50.52732185949176,261.8791162108408,118,26.18791162108408,180.2136356874609,110,14.417090854996873,13.905269298630998,7,2.7810538597261996,8,False
MI,80,415,Yes,Yes,1,184.33503525425587,116,27.65025528813838,168.2601548319517,140,16.82601548319517,249.01252894023756,117,19.921002315219006,16.322411875434966,7,3.2644823750869936,9,False
CA,171,415,No,Yes,40,281.2452924810131,79,42.186793872151966,144.29812525279777,125,14.429812525279779,348.93361301283073,129,27.91468904102646,9.641938646692736,2,1.9283877293385474,7,False
NY,186,408,No,No,45,234.70325225990476,106,35.20548783898571,173.56668415927857,133,17.356668415927857,208.81556991413845,80,16.705245593131075,11.719574845732849,3,2.34391496914657,7,True
PA,100,510,Yes,No,21,115.15723151661705,135,17.273584727492555,128.69923181282002,69,12.869923181282003,330.17285019465487,102,26.413828015572392,11.082075144956278,9,2.2164150289912556,3,True
NC,78,510,Yes,Yes,40,272.49993432723585,122,40.87499014908538,335.3832275711103,122,33.53832275711103,186.2542099811415,74,14.900336798491322,19.761341959497713,3,3.9522683918995427,4,True
GA,89,408,Yes,No,15,272.5241395594609,78,40.87862093391913,296.0515435913167,88,29.605154359131674,113.68317673124648,93,9.094654138499719,9.383734351090819,2,1.876746870218164,3,False
IL,90,415,Yes,Yes,28,332.65170121163425,86,49.89775518174513,215.59779422813517,53,21.55977942281352,151.0605265921072,61,12.084842127368576,9.422258575201504,9,1.8844517150403008,8,False
CA,60,415,No,Yes,48,224.3281115422431,136,33.649216731336466,316.2406512788005,68,31.62406512788005,204.67378583192107,139,16.373902866553685,10.318223132429111,9,2.0636446264858224,1,True
OH,50,415,No,Yes,47,157.56273017762868,62,23.6344095266443,162.36455107330806,140,16.23645510733081,154.90873214864226,146,12.392698571891382,13.468911219354823,4,2.693782243870965,7,True
IL,95,415,Yes,Yes,29,111.14095586216979,81,16.671143379325468,279.2801421180484,94,27.92801421180484,100.05675955456388,141,8.00454076436511,8.784841163956179,9,1.7569682327912357,1,False
PA,150,510,Yes,No,11,203.91054667147642,95,30.586582000721464,314.03312475343586,92,31.403312475343586,328.7503844368818,58,26.300030754950544,18.72934910568911,3,3.745869821137822,0,True
OH,198,510,Yes,Yes,34,175.47917501937548,72,26.32187625290632,189.19217790581814,62,18.919217790581815,310.96985280773225,61,24.87758822461858,8.985283472993952,7,1.7970566945987905,9,False
TX,139,408,No,Yes,10,290.2720765059689,94,43.54081147589534,289.3661113626794,62,28.936611136267942,285.57305787173675,118,22.84584462973894,18.43723597340292,7,3.6874471946805842,2,True
MI,159,408,Yes,No,45,188.56694121026163,66,28.285041181539246,173.76808731607736,109,17.376808731607735,141.95364891150717,103,11.356291912920573,6.55212595469877,8,1.3104251909397542,8,False
TX,106,510,No,Yes,49,337.267799078711,134,50.59016986180665,174.7142838147577,106,17.47142838147577,130.0908940524965,103,10.407271524199722,14.848440535994785,4,2.969688107198957,2,True
IL,50,510,Yes,Yes,20,340.57755074694603,115,51.0866326120419,126.76429463854652,135,12.676429463854653,116.90118736809579,77,9.352094989447663,18.604782776573657,3,3.7209565553147317,8,True
PA,112,415,No,Yes,20,255.227147554427,55,38.28407213316405,210.0145116273497,141,21.00145116273497,281.00729719323033,105,22.480583775458427,7.531241575973443,3,1.5062483151946886,6,False
NC,104,415,Yes,No,4,332.1650717537207,67,49.82476076305811,282.42797662435555,101,28.242797662435557,332.2019901719713,148,26.576159213757705,19.524904401488826,5,3.9049808802977655,9,False
IL,164,408,No,Yes,47,290.2135861286239,143,43.53203791929358,335.05520139282123,102,33.505520139282126,207.63395522825925,118,16.61071641826074,11.793250406232676,1,2.358650081246535,0,False
CA,192,510,Yes,No,19,236.71491024378153,71,35.50723653656723,250.94924798227402,135,25.094924798227403,129.78516799901203,147,10.382813439920962,19.185726626615367,3,3.8371453253230734,9,True
FL,198,408,Yes,Yes,36,145.07698385569452,82,21.76154757835418,315.78388443393476,92,31.57838844339348,228.09820518302664,147,18.247856414642133,15.152300654450706,6,3.030460130890141,4,False
IL,102,510,Yes,Yes,2,214.64948587845998,79,32.19742288176899,305.6236623225568,132,30.562366232255684,187.20797686465755,126,14.976638149172604,9.523803048103273,3,1.9047606096206549,8,False
MI,186,415,No,No,43,240.2186158406544,130,36.03279237609816,143.33576324382022,121,14.333576324382022,193.70623108749942,107,15.496498486999954,7.824537873756596,5,1.5649075747513193,2,True
MI,106,408,Yes,Yes,32,315.9903951837525,81,47.398559277562875,221.45435722815785,121,22.145435722815787,255.3326560389268,127,20.426612483114145,9.55602569337649,9,1.9112051386752982,8,False
IL,166,408,No,Yes,8,220.33334413391623,91,33.050001620087436,129.23088388134786,91,12.923088388134786,279.67952831555056,124,22.374362265244045,6.395261138940125,2,1.279052227788025,4,False
OH,84,510,No,No,8,324.41866816948914,127,48.66280022542337,270.53829039040875,139,27.053829039040878,127.65089971829022,91,10.212071977463218,7.158019495149946,2,1.4316038990299893,8,False
FL,112,415,Yes,No,3,268.58724475586723,59,40.28808671338008,337.474917061519,75,33.747491706151905,108.89755770161909,87,8.711804616129527,6.569906605197217,6,1.3139813210394435,9,True
CA,74,408,Yes,No,34,134.24976576341783,85,20.137464864512673,134.27236451968912,72,13.427236451968913,348.5825756714287,117,27.886606053714296,11.344153156123365,6,2.2688306312246733,5,True
IL,139,415,Yes,No,16,348.74534233127326,83,52.31180134969099,283.47078270063537,92,28.347078270063538,158.18208722888795,102,12.654566978311037,16.933675643863797,8,3.3867351287727594,8,True
OH,124,408,No,No,33,231.80816518847814,122,34.77122477827172,258.0595377169652,126,25.805953771696522,113.45763122711477,82,9.076610498169183,7.120753313245103,2,1.4241506626490208,6,False
MI,87,415,Yes,Yes,23,197.96457410226972,77,29.694686115340456,245.90125925202494,77,24.590125925202496,147.46883227397998,120,11.797506581918398,6.954806497585038,9,1.3909612995170075,6,True
MI,179,510,No,No,31,264.7784411173816,60,39.71676616760724,197.5300586720848,58,19.753005867208483,109.73946158711605,105,8.779156926969284,14.651434242759962,2,2.9302868485519924,7,False
PA,184,408,No,Yes,0,127.22332849525976,127,19.083499274288965,188.78291193845314,69,18.878291193845314,197.95272365429292,121,15.836217892343434,7.957744729520995,1,1.591548945904199,6,False
IL,140,408,Yes,Yes,7,259.1346616883386,88,38.87019925325079,111.31229725472197,105,11.131229725472197,300.60044611283104,100,24.048035689026484,6.464150571634875,2,1.292830114326975,8,False
FL,66,415,Yes,Yes,44,224.55900012481823,96,33.68385001872273,154.47717706300335,132,15.447717706300336,185.31111243943013,123,14.82488899515441,7.502728673083665,7,1.500545734616733,8,True
NY,177,415,Yes,No,22,201.6685174996458,68,30.250277624946868,103.79422057170673,88,10.379422057170673,211.04585171959164,92,16.88366813756733,18.855970938151643,8,3.7711941876303285,5,True
FL,157,408,Yes,No,46,338.2550052947248,64,50.73825079420872,245.35427639550514,100,24.535427639550516,268.8966933918597,64,21.511735471348775,17.322068791642863,5,3.464413758328573,6,False
MI,74,510,Yes,Yes,39,230.6349291830133,77,34.595239377451996,126.46330896947721,61,12.646330896947722,227.22351751747004,87,18.177881401397602,10.310968435326412,6,2.0621936870652826,1,False
MI,137,415,Yes,No,11,154.7793698674846,73,23.21690548012269,318.254848507429,128,31.825484850742903,315.36142150533107,64,25.228913720426487,14.837311509910892,1,2.9674623019821786,8,True
TX,78,415,No,No,11,214.74086984432466,121,32.2111304766487,230.7857551742913,144,23.07857551742913,316.50891876143913,54,25.320713500915133,13.059135105020571,6,2.6118270210041143,0,True
MI,112,415,No,No,45,329.8468511431681,58,49.47702767147522,274.9224772646771,104,27.492247726467713,102.47767387278842,142,8.198213909823073,15.156863952238458,8,3.031372790447692,0,True
CA,199,408,No,No,46,144.02386783264868,96,21.6035801748973,202.7142729601241,127,20.271427296012412,294.5115766207998,132,23.560926129663986,15.24006728694139,3,3.048013457388278,2,False
GA,163,408,Yes,Yes,14,153.48925967205923,82,23.023388950808883,240.14495225026215,60,24.014495225026216,215.18340006041848,103,17.214672004833478,14.431010225899893,1,2.886202045179979,5,True
IL,98,408,No,Yes,40,103.25739193927093,111,15.48860879089064,335.66479424165766,75,33.56647942416577,347.21013532591576,100,27.776810826073262,8.99152052805963,4,1.798304105611926,4,True
FL,130,408,No,No,18,103.5475123489418,146,15.532126852341268,120.68350990591769,91,12.06835099059177,220.8080189688588,59,17.664641517508702,5.585096311442272,1,1.1170192622884545,1,True
GA,133,510,No,Yes,25,307.3479067396281,68,46.102186010944216,163.48444298092403,76,16.348444298092403,346.7239863470744,61,27.737918907765952,11.833501729851632,8,2.3667003459703264,8,False
OH,154,510,No,No,28,283.030651710739,116,42.454597756610845,294.9970817276361,60,29.49970817276361,288.64234030143416,53,23.091387224114733,18.364608270360556,5,3.6729216540721112,9,True
NY,197,408,No,No,21,188.76026411298957,123,28.314039616948435,124.68430172066647,87,12.468430172066647,162.1512211533266,144,12.972097692266127,13.542458877778639,1,2.708491775555728,3,False
CA,167,510,Yes,Yes,39,274.5777893068932,89,41.18666839603397,118.91527597602771,147,11.891527597602773,234.59874482173942,67,18.767899585739155,17.485865625528618,8,3.4971731251057236,3,False
FL,135,415,Yes,Yes,20,198.80148157749255,96,29.82022223662388,190.38534968850965,92,19.038534968850964,348.0339098696457,129,27.842712789571657,19.874365144418423,9,3.974873028883685,4,False
GA,112,415,No,Yes,37,338.2241989994569,114,50.733629849918536,123.04198961810808,68,12.304198961810808,314.3826519379809,85,25.15061215503847,7.454243062074144,2,1.4908486124148288,7,True
NY,153,415,No,No,19,341.7631703565087,78,51.2644755534763,246.26961055155078,113,24.62696105515508,124.34172344780528,74,9.947337875824422,15.376664587129735,9,3.075332917425947,9,True
TX,98,408,No,Yes,28,198.19844395233585,99,29.729766592850375,156.56881270414996,55,15.656881270414997,276.592999202499,136,22.12743993619992,15.11440360550037,8,3.022880721100074,3,True
CA,120,415,Yes,No,3,313.555476585217,147,47.033321487782544,323.92449079984306,95,32.39244907998431,186.39489646770326,125,14.911591717416261,19.699331710374175,7,3.939866342074835,4,False
CA,50,510,Yes,Yes,6,293.27226042436655,62,43.99083906365498,295.87502021131417,91,29.587502021131417,101.74556547008703,147,8.139645237606963,19.784011009292005,3,3.9568022018584013,3,True
TX,190,408,No,Yes,27,177.49998429294732,50,26.6249976439421,274.926301524869,141,27.492630152486903,200.87024225674992,85,16.069619380539994,15.300179175861942,2,3.0600358351723886,5,False
IL,172,510,Yes,No,27,158.00995722527648,83,23.70149358379147,254.2360068461255,114,25.423600684612552,158.68860543124282,116,12.695088434499425,8.654221879732914,7,1.7308443759465828,2,True
TX,111,415,Yes,No,3,214.55866259820846,142,32.18379938973127,315.8664325853658,148,31.586643258536583,304.7173176301179,58,24.377385410409435,16.978337571958985,5,3.395667514391797,7,True
